item,id,query_type,question_property,lexicon,u,v,first,second,flipped,model,pred,parsed,relation,in_tok,out_tok
626,15498,ate,anticommonsense,KEEP,V3,Y,director,foot size,False,gpt-4.1-nano,c,1,neither,96,3
626,15498,ate,anticommonsense,PERMUTE,V3,Y,foot size,manager,False,gpt-4.1-nano,c,1,neither,96,3
626,15498,ate,anticommonsense,KEEP,X,Y,manager,foot size,False,gpt-4.1-nano,c,1,neither,96,3
626,15498,ate,anticommonsense,PERMUTE,X,Y,CEO,manager,False,gpt-4.1-nano,a,1,agrees,93,3
627,10699,ate,anticommonsense,KEEP,V1,V3,CEO,director,False,gpt-4.1-nano,a,1,agrees,93,76
627,10699,ate,anticommonsense,PERMUTE,V1,V3,director,employee,False,gpt-4.1-nano,a,1,agrees,93,62
627,10699,ate,anticommonsense,KEEP,V1,X,having visited England,CEO,True,gpt-4.1-nano,c,1,neither,99,3
627,10699,ate,anticommonsense,PERMUTE,V1,X,CEO,director,True,gpt-4.1-nano,a,1,reversed,93,76
627,10699,ate,anticommonsense,KEEP,V3,Y,director,employee,False,gpt-4.1-nano,a,1,agrees,93,62
627,10699,ate,anticommonsense,PERMUTE,V3,Y,employee,having visited England,False,gpt-4.1-nano,c,1,neither,99,3
627,10699,ate,anticommonsense,KEEP,X,Y,having visited England,employee,False,gpt-4.1-nano,c,1,neither,99,49
627,10699,ate,anticommonsense,PERMUTE,X,Y,CEO,having visited England,False,gpt-4.1-nano,c,1,neither,99,3
631,5153,ate,hard,KEEP,V1,V3,director,CEO,True,gpt-4.1-nano,c,1,neither,93,3
631,5153,ate,hard,PERMUTE,V1,V3,employee,director,True,gpt-4.1-nano,b,1,agrees,93,109
631,5153,ate,hard,KEEP,V1,X,manager,CEO,True,gpt-4.1-nano,c,1,neither,93,3
631,5153,ate,hard,PERMUTE,V1,X,CEO,director,True,gpt-4.1-nano,a,1,reversed,93,76
631,5153,ate,hard,KEEP,V3,Y,director,employee,False,gpt-4.1-nano,a,1,agrees,93,62
631,5153,ate,hard,PERMUTE,V3,Y,employee,manager,False,gpt-4.1-nano,c,1,neither,93,3
631,5153,ate,hard,KEEP,X,Y,manager,employee,False,gpt-4.1-nano,a,1,agrees,93,3
631,5153,ate,hard,PERMUTE,X,Y,CEO,manager,False,gpt-4.1-nano,a,1,agrees,93,3
633,5170,ate,hard,KEEP,V1,V3,director,CEO,True,gpt-4.1-nano,c,1,neither,93,3
633,5170,ate,hard,PERMUTE,V1,V3,employee,manager,True,gpt-4.1-nano,c,1,neither,93,3
633,5170,ate,hard,KEEP,V1,X,CEO,manager,False,gpt-4.1-nano,a,1,agrees,93,3
633,5170,ate,hard,PERMUTE,V1,X,manager,director,False,gpt-4.1-nano,b,1,reversed,93,63
633,5170,ate,hard,KEEP,V3,Y,director,employee,False,gpt-4.1-nano,a,1,agrees,93,62
633,5170,ate,hard,PERMUTE,V3,Y,employee,CEO,False,gpt-4.1-nano,c,1,neither,93,3
633,5170,ate,hard,KEEP,X,Y,employee,manager,True,gpt-4.1-nano,c,1,neither,93,3
633,5170,ate,hard,PERMUTE,X,Y,CEO,director,True,gpt-4.1-nano,a,1,reversed,93,76
635,300,ate,easy,KEEP,V1,V3,CEO,director,False,gpt-4.1-nano,a,1,agrees,93,76
635,300,ate,easy,PERMUTE,V1,V3,employee,manager,False,gpt-4.1-nano,c,1,neither,93,3
635,300,ate,easy,KEEP,V1,X,CEO,manager,False,gpt-4.1-nano,a,1,agrees,93,3
635,300,ate,easy,PERMUTE,V1,X,employee,CEO,False,gpt-4.1-nano,c,1,neither,93,3
635,300,ate,easy,KEEP,V3,Y,director,employee,False,gpt-4.1-nano,a,1,agrees,93,62
635,300,ate,easy,PERMUTE,V3,Y,manager,director,False,gpt-4.1-nano,b,1,reversed,93,63
635,300,ate,easy,KEEP,X,Y,manager,employee,False,gpt-4.1-nano,a,1,agrees,93,3
635,300,ate,easy,PERMUTE,X,Y,CEO,director,False,gpt-4.1-nano,a,1,agrees,93,76
636,5092,ate,hard,KEEP,V1,V3,CEO,director,False,gpt-4.1-nano,a,1,agrees,93,76
636,5092,ate,hard,PERMUTE,V1,V3,manager,employee,False,gpt-4.1-nano,a,1,agrees,93,3
636,5092,ate,hard,KEEP,V1,X,manager,CEO,True,gpt-4.1-nano,c,1,neither,93,3
636,5092,ate,hard,PERMUTE,V1,X,director,manager,True,gpt-4.1-nano,a,1,reversed,93,102
636,5092,ate,hard,KEEP,V3,Y,director,employee,False,gpt-4.1-nano,a,1,agrees,93,62
636,5092,ate,hard,PERMUTE,V3,Y,employee,CEO,False,gpt-4.1-nano,c,1,neither,93,3
636,5092,ate,hard,KEEP,X,Y,manager,employee,False,gpt-4.1-nano,a,1,agrees,93,3
636,5092,ate,hard,PERMUTE,X,Y,director,CEO,False,gpt-4.1-nano,c,1,neither,93,3
639,307,ate,easy,KEEP,V1,V3,director,CEO,True,gpt-4.1-nano,c,1,neither,93,3
639,307,ate,easy,PERMUTE,V1,V3,employee,manager,True,gpt-4.1-nano,c,1,neither,93,3
639,307,ate,easy,KEEP,V1,X,manager,CEO,True,gpt-4.1-nano,c,1,neither,93,3
639,307,ate,easy,PERMUTE,V1,X,CEO,manager,True,gpt-4.1-nano,a,1,reversed,93,3
639,307,ate,easy,KEEP,V3,Y,director,employee,False,gpt-4.1-nano,a,1,agrees,93,62
639,307,ate,easy,PERMUTE,V3,Y,employee,director,False,gpt-4.1-nano,b,1,reversed,93,109
639,307,ate,easy,KEEP,X,Y,employee,manager,True,gpt-4.1-nano,c,1,neither,93,3
639,307,ate,easy,PERMUTE,X,Y,director,CEO,True,gpt-4.1-nano,c,1,neither,93,3
645,15508,ate,anticommonsense,KEEP,V1,V3,director,CEO,True,gpt-4.1-nano,c,1,neither,93,3
645,15508,ate,anticommonsense,PERMUTE,V1,V3,CEO,manager,True,gpt-4.1-nano,a,1,reversed,93,3
645,15508,ate,anticommonsense,KEEP,V1,X,manager,CEO,True,gpt-4.1-nano,c,1,neither,93,3
645,15508,ate,anticommonsense,PERMUTE,V1,X,foot size,manager,True,gpt-4.1-nano,c,1,neither,96,3
645,15508,ate,anticommonsense,KEEP,V3,Y,director,foot size,False,gpt-4.1-nano,c,1,neither,96,3
645,15508,ate,anticommonsense,PERMUTE,V3,Y,CEO,director,False,gpt-4.1-nano,a,1,agrees,93,76
645,15508,ate,anticommonsense,KEEP,X,Y,manager,foot size,False,gpt-4.1-nano,c,1,neither,96,3
645,15508,ate,anticommonsense,PERMUTE,X,Y,foot size,director,False,gpt-4.1-nano,c,1,neither,96,3
646,5138,ett,hard,KEEP,V1,V3,CEO,director,False,gpt-4.1-nano,a,1,agrees,93,76
646,5138,ett,hard,PERMUTE,V1,V3,director,manager,False,gpt-4.1-nano,a,1,agrees,93,102
646,5138,ett,hard,KEEP,V1,X,CEO,manager,False,gpt-4.1-nano,a,1,agrees,93,3
646,5138,ett,hard,PERMUTE,V1,X,director,employee,False,gpt-4.1-nano,a,1,agrees,93,62
646,5138,ett,hard,KEEP,V3,Y,director,employee,False,gpt-4.1-nano,a,1,agrees,93,62
646,5138,ett,hard,PERMUTE,V3,Y,manager,CEO,False,gpt-4.1-nano,c,1,neither,93,3
646,5138,ett,hard,KEEP,X,Y,employee,manager,True,gpt-4.1-nano,c,1,neither,93,3
646,5138,ett,hard,PERMUTE,X,Y,CEO,employee,True,gpt-4.1-nano,a,1,reversed,93,3
647,355,ett,easy,KEEP,V1,V3,CEO,director,False,gpt-4.1-nano,a,1,agrees,93,76
647,355,ett,easy,PERMUTE,V1,V3,director,manager,False,gpt-4.1-nano,a,1,agrees,93,102
647,355,ett,easy,KEEP,V1,X,manager,CEO,True,gpt-4.1-nano,c,1,neither,93,3
647,355,ett,easy,PERMUTE,V1,X,employee,director,True,gpt-4.1-nano,b,1,agrees,93,109
647,355,ett,easy,KEEP,V3,Y,employee,director,True,gpt-4.1-nano,b,1,agrees,93,109
647,355,ett,easy,PERMUTE,V3,Y,CEO,manager,True,gpt-4.1-nano,a,1,reversed,93,3
647,355,ett,easy,KEEP,X,Y,manager,employee,False,gpt-4.1-nano,a,1,agrees,93,3
647,355,ett,easy,PERMUTE,X,Y,employee,CEO,False,gpt-4.1-nano,c,1,neither,93,3
648,9555,det-counterfactual,commonsense,KEEP,V1,V3,CEO,director,False,gpt-4.1-nano,a,1,agrees,93,76
648,9555,det-counterfactual,commonsense,PERMUTE,V1,V3,employee,CEO,False,gpt-4.1-nano,c,1,neither,93,3
648,9555,det-counterfactual,commonsense,KEEP,V1,X,manager,CEO,True,gpt-4.1-nano,c,1,neither,93,3
648,9555,det-counterfactual,commonsense,PERMUTE,V1,X,director,employee,True,gpt-4.1-nano,a,1,reversed,93,62
648,9555,det-counterfactual,commonsense,KEEP,V3,Y,employee,director,True,gpt-4.1-nano,b,1,agrees,93,109
648,9555,det-counterfactual,commonsense,PERMUTE,V3,Y,manager,CEO,True,gpt-4.1-nano,c,1,neither,93,3
648,9555,det-counterfactual,commonsense,KEEP,X,Y,employee,manager,True,gpt-4.1-nano,c,1,neither,93,3
648,9555,det-counterfactual,commonsense,PERMUTE,X,Y,manager,director,True,gpt-4.1-nano,b,1,agrees,93,63
649,19970,det-counterfactual,anticommonsense,KEEP,V1,V3,director,CEO,True,gpt-4.1-nano,c,1,neither,93,3
649,19970,det-counterfactual,anticommonsense,PERMUTE,V1,V3,having visited England,employee,True,gpt-4.1-nano,c,1,neither,99,49
649,19970,det-counterfactual,anticommonsense,KEEP,V1,X,having visited England,CEO,True,gpt-4.1-nano,c,1,neither,99,3
649,19970,det-counterfactual,anticommonsense,PERMUTE,V1,X,director,employee,True,gpt-4.1-nano,a,1,reversed,93,62
649,19970,det-counterfactual,anticommonsense,KEEP,V3,Y,director,employee,False,gpt-4.1-nano,a,1,agrees,93,62
649,19970,det-counterfactual,anticommonsense,PERMUTE,V3,Y,having visited England,CEO,False,gpt-4.1-nano,c,1,neither,99,3
649,19970,det-counterfactual,anticommonsense,KEEP,X,Y,employee,having visited England,True,gpt-4.1-nano,c,1,neither,99,3
649,19970,det-counterfactual,anticommonsense,PERMUTE,X,Y,CEO,director,True,gpt-4.1-nano,a,1,reversed,93,76
650,9558,det-counterfactual,commonsense,KEEP,V1,V3,CEO,director,False,gpt-4.1-nano,a,1,agrees,93,76
650,9558,det-counterfactual,commonsense,PERMUTE,V1,V3,manager,employee,False,gpt-4.1-nano,a,1,agrees,93,3
650,9558,det-counterfactual,commonsense,KEEP,V1,X,CEO,manager,False,gpt-4.1-nano,a,1,agrees,93,3
650,9558,det-counterfactual,commonsense,PERMUTE,V1,X,manager,CEO,False,gpt-4.1-nano,c,1,neither,93,3
650,9558,det-counterfactual,commonsense,KEEP,V3,Y,director,employee,False,gpt-4.1-nano,a,1,agrees,93,62
650,9558,det-counterfactual,commonsense,PERMUTE,V3,Y,employee,director,False,gpt-4.1-nano,b,1,reversed,93,109
650,9558,det-counterfactual,commonsense,KEEP,X,Y,manager,employee,False,gpt-4.1-nano,a,1,agrees,93,3
650,9558,det-counterfactual,commonsense,PERMUTE,X,Y,CEO,director,False,gpt-4.1-nano,a,1,agrees,93,76
651,10773,ett,anticommonsense,KEEP,V1,V3,director,CEO,True,gpt-4.1-nano,c,1,neither,93,3
651,10773,ett,anticommonsense,PERMUTE,V1,V3,CEO,having visited England,True,gpt-4.1-nano,c,1,neither,99,3
651,10773,ett,anticommonsense,KEEP,V1,X,having visited England,CEO,True,gpt-4.1-nano,c,1,neither,99,3
651,10773,ett,anticommonsense,PERMUTE,V1,X,employee,having visited England,True,gpt-4.1-nano,c,1,neither,99,3
651,10773,ett,anticommonsense,KEEP,V3,Y,employee,director,True,gpt-4.1-nano,b,1,agrees,93,109
651,10773,ett,anticommonsense,PERMUTE,V3,Y,director,CEO,True,gpt-4.1-nano,c,1,neither,93,3
651,10773,ett,anticommonsense,KEEP,X,Y,having visited England,employee,False,gpt-4.1-nano,c,1,neither,99,49
651,10773,ett,anticommonsense,PERMUTE,X,Y,employee,director,False,gpt-4.1-nano,b,1,reversed,93,109
652,19966,det-counterfactual,anticommonsense,KEEP,V1,V3,director,CEO,True,gpt-4.1-nano,c,1,neither,93,3
652,19966,det-counterfactual,anticommonsense,PERMUTE,V1,V3,employee,having visited England,True,gpt-4.1-nano,c,1,neither,99,3
652,19966,det-counterfactual,anticommonsense,KEEP,V1,X,CEO,having visited England,False,gpt-4.1-nano,c,1,neither,99,3
652,19966,det-counterfactual,anticommonsense,PERMUTE,V1,X,having visited England,CEO,False,gpt-4.1-nano,c,1,neither,99,3
652,19966,det-counterfactual,anticommonsense,KEEP,V3,Y,director,employee,False,gpt-4.1-nano,a,1,agrees,93,62
652,19966,det-counterfactual,anticommonsense,PERMUTE,V3,Y,employee,director,False,gpt-4.1-nano,b,1,reversed,93,109
652,19966,det-counterfactual,anticommonsense,KEEP,X,Y,having visited England,employee,False,gpt-4.1-nano,c,1,neither,99,49
652,19966,det-counterfactual,anticommonsense,PERMUTE,X,Y,CEO,director,False,gpt-4.1-nano,a,1,agrees,93,76
653,9575,det-counterfactual,commonsense,KEEP,V1,V3,CEO,director,False,gpt-4.1-nano,a,1,agrees,93,76
653,9575,det-counterfactual,commonsense,PERMUTE,V1,V3,employee,CEO,False,gpt-4.1-nano,c,1,neither,93,3
653,9575,det-counterfactual,commonsense,KEEP,V1,X,manager,CEO,True,gpt-4.1-nano,c,1,neither,93,3
653,9575,det-counterfactual,commonsense,PERMUTE,V1,X,director,employee,True,gpt-4.1-nano,a,1,reversed,93,62
653,9575,det-counterfactual,commonsense,KEEP,V3,Y,director,employee,False,gpt-4.1-nano,a,1,agrees,93,62
653,9575,det-counterfactual,commonsense,PERMUTE,V3,Y,CEO,manager,False,gpt-4.1-nano,a,1,agrees,93,3
653,9575,det-counterfactual,commonsense,KEEP,X,Y,manager,employee,False,gpt-4.1-nano,a,1,agrees,93,3
653,9575,det-counterfactual,commonsense,PERMUTE,X,Y,director,manager,False,gpt-4.1-nano,a,1,agrees,93,102
654,15494,ett,anticommonsense,KEEP,V1,V3,director,CEO,True,gpt-4.1-nano,c,1,neither,93,3
654,15494,ett,anticommonsense,PERMUTE,V1,V3,CEO,foot size,True,gpt-4.1-nano,c,1,neither,96,3
654,15494,ett,anticommonsense,KEEP,V1,X,CEO,manager,False,gpt-4.1-nano,a,1,agrees,93,3
654,15494,ett,anticommonsense,PERMUTE,V1,X,foot size,director,False,gpt-4.1-nano,c,1,neither,96,3
654,15494,ett,anticommonsense,KEEP,V3,Y,foot size,director,True,gpt-4.1-nano,c,1,neither,96,3
654,15494,ett,anticommonsense,PERMUTE,V3,Y,manager,CEO,True,gpt-4.1-nano,c,1,neither,93,3
654,15494,ett,anticommonsense,KEEP,X,Y,foot size,manager,True,gpt-4.1-nano,c,1,neither,96,3
654,15494,ett,anticommonsense,PERMUTE,X,Y,manager,director,True,gpt-4.1-nano,b,1,agrees,93,63
655,5183,ett,hard,KEEP,V1,V3,CEO,director,False,gpt-4.1-nano,a,1,agrees,93,76
655,5183,ett,hard,PERMUTE,V1,V3,manager,employee,False,gpt-4.1-nano,a,1,agrees,93,3
655,5183,ett,hard,KEEP,V1,X,CEO,manager,False,gpt-4.1-nano,a,1,agrees,93,3
655,5183,ett,hard,PERMUTE,V1,X,manager,director,False,gpt-4.1-nano,b,1,reversed,93,63
655,5183,ett,hard,KEEP,V3,Y,director,employee,False,gpt-4.1-nano,a,1,agrees,93,62
655,5183,ett,hard,PERMUTE,V3,Y,employee,CEO,False,gpt-4.1-nano,c,1,neither,93,3
655,5183,ett,hard,KEEP,X,Y,manager,employee,False,gpt-4.1-nano,a,1,agrees,93,3
655,5183,ett,hard,PERMUTE,X,Y,director,CEO,False,gpt-4.1-nano,c,1,neither,93,3
656,292,ett,easy,KEEP,V1,V3,director,CEO,True,gpt-4.1-nano,c,1,neither,93,3
656,292,ett,easy,PERMUTE,V1,V3,manager,employee,True,gpt-4.1-nano,a,1,reversed,93,3
656,292,ett,easy,KEEP,V1,X,manager,CEO,True,gpt-4.1-nano,c,1,neither,93,3
656,292,ett,easy,PERMUTE,V1,X,CEO,employee,True,gpt-4.1-nano,a,1,reversed,93,3
656,292,ett,easy,KEEP,V3,Y,employee,director,True,gpt-4.1-nano,b,1,agrees,93,109
656,292,ett,easy,PERMUTE,V3,Y,director,manager,True,gpt-4.1-nano,a,1,reversed,93,102
656,292,ett,easy,KEEP,X,Y,manager,employee,False,gpt-4.1-nano,a,1,agrees,93,3
656,292,ett,easy,PERMUTE,X,Y,CEO,director,False,gpt-4.1-nano,a,1,agrees,93,76
657,10727,ett,anticommonsense,KEEP,V1,V3,CEO,director,False,gpt-4.1-nano,a,1,agrees,93,76
657,10727,ett,anticommonsense,PERMUTE,V1,V3,director,having visited England,False,gpt-4.1-nano,c,1,neither,99,42
657,10727,ett,anticommonsense,KEEP,V1,X,having visited England,CEO,True,gpt-4.1-nano,c,1,neither,99,3
657,10727,ett,anticommonsense,PERMUTE,V1,X,employee,director,True,gpt-4.1-nano,b,1,agrees,93,109
657,10727,ett,anticommonsense,KEEP,V3,Y,employee,director,True,gpt-4.1-nano,b,1,agrees,93,109
657,10727,ett,anticommonsense,PERMUTE,V3,Y,CEO,having visited England,True,gpt-4.1-nano,c,1,neither,99,3
657,10727,ett,anticommonsense,KEEP,X,Y,employee,having visited England,True,gpt-4.1-nano,c,1,neither,99,3
657,10727,ett,anticommonsense,PERMUTE,X,Y,CEO,employee,True,gpt-4.1-nano,a,1,reversed,93,3
658,9573,det-counterfactual,commonsense,KEEP,V1,V3,director,CEO,True,gpt-4.1-nano,c,1,neither,93,3
658,9573,det-counterfactual,commonsense,PERMUTE,V1,V3,manager,employee,True,gpt-4.1-nano,a,1,reversed,93,3
658,9573,det-counterfactual,commonsense,KEEP,V1,X,CEO,manager,False,gpt-4.1-nano,a,1,agrees,93,3
658,9573,det-counterfactual,commonsense,PERMUTE,V1,X,employee,CEO,False,gpt-4.1-nano,c,1,neither,93,3
658,9573,det-counterfactual,commonsense,KEEP,V3,Y,employee,director,True,gpt-4.1-nano,b,1,agrees,93,109
658,9573,det-counterfactual,commonsense,PERMUTE,V3,Y,director,manager,True,gpt-4.1-nano,a,1,reversed,93,102
658,9573,det-counterfactual,commonsense,KEEP,X,Y,manager,employee,False,gpt-4.1-nano,a,1,agrees,93,3
658,9573,det-counterfactual,commonsense,PERMUTE,X,Y,CEO,director,False,gpt-4.1-nano,a,1,agrees,93,76
659,9557,det-counterfactual,commonsense,KEEP,V1,V3,director,CEO,True,gpt-4.1-nano,c,1,neither,93,3
659,9557,det-counterfactual,commonsense,PERMUTE,V1,V3,employee,manager,True,gpt-4.1-nano,c,1,neither,93,3
659,9557,det-counterfactual,commonsense,KEEP,V1,X,CEO,manager,False,gpt-4.1-nano,a,1,agrees,93,3
659,9557,det-counterfactual,commonsense,PERMUTE,V1,X,manager,CEO,False,gpt-4.1-nano,c,1,neither,93,3
659,9557,det-counterfactual,commonsense,KEEP,V3,Y,employee,director,True,gpt-4.1-nano,b,1,agrees,93,109
659,9557,det-counterfactual,commonsense,PERMUTE,V3,Y,director,employee,True,gpt-4.1-nano,a,1,reversed,93,62
659,9557,det-counterfactual,commonsense,KEEP,X,Y,employee,manager,True,gpt-4.1-nano,c,1,neither,93,3
659,9557,det-counterfactual,commonsense,PERMUTE,X,Y,director,CEO,True,gpt-4.1-nano,c,1,neither,93,3
660,15485,ett,anticommonsense,KEEP,V1,V3,CEO,director,False,gpt-4.1-nano,a,1,agrees,93,76
660,15485,ett,anticommonsense,PERMUTE,V1,V3,foot size,manager,False,gpt-4.1-nano,c,1,neither,96,3
660,15485,ett,anticommonsense,KEEP,V1,X,manager,CEO,True,gpt-4.1-nano,c,1,neither,93,3
660,15485,ett,anticommonsense,PERMUTE,V1,X,CEO,foot size,True,gpt-4.1-nano,c,1,neither,96,3
660,15485,ett,anticommonsense,KEEP,V3,Y,director,foot size,False,gpt-4.1-nano,c,1,neither,96,3
660,15485,ett,anticommonsense,PERMUTE,V3,Y,manager,director,False,gpt-4.1-nano,b,1,reversed,93,63
660,15485,ett,anticommonsense,KEEP,X,Y,foot size,manager,True,gpt-4.1-nano,c,1,neither,96,3
660,15485,ett,anticommonsense,PERMUTE,X,Y,director,CEO,True,gpt-4.1-nano,c,1,neither,93,3
661,381,ett,easy,KEEP,V1,V3,CEO,director,False,gpt-4.1-nano,a,1,agrees,93,76
661,381,ett,easy,PERMUTE,V1,V3,employee,manager,False,gpt-4.1-nano,c,1,neither,93,3
661,381,ett,easy,KEEP,V1,X,CEO,manager,False,gpt-4.1-nano,a,1,agrees,93,3
661,381,ett,easy,PERMUTE,V1,X,employee,CEO,False,gpt-4.1-nano,c,1,neither,93,3
661,381,ett,easy,KEEP,V3,Y,employee,director,True,gpt-4.1-nano,b,1,agrees,93,109
661,381,ett,easy,PERMUTE,V3,Y,director,manager,True,gpt-4.1-nano,a,1,reversed,93,102
661,381,ett,easy,KEEP,X,Y,manager,employee,False,gpt-4.1-nano,a,1,agrees,93,3
661,381,ett,easy,PERMUTE,X,Y,CEO,director,False,gpt-4.1-nano,a,1,agrees,93,76
662,327,ett,easy,KEEP,V1,V3,CEO,director,False,gpt-4.1-nano,a,1,agrees,93,76
662,327,ett,easy,PERMUTE,V1,V3,manager,employee,False,gpt-4.1-nano,a,1,agrees,93,3
662,327,ett,easy,KEEP,V1,X,CEO,manager,False,gpt-4.1-nano,a,1,agrees,93,3
662,327,ett,easy,PERMUTE,V1,X,manager,director,False,gpt-4.1-nano,b,1,reversed,93,63
662,327,ett,easy,KEEP,V3,Y,employee,director,True,gpt-4.1-nano,b,1,agrees,93,109
662,327,ett,easy,PERMUTE,V3,Y,CEO,employee,True,gpt-4.1-nano,a,1,reversed,93,3
662,327,ett,easy,KEEP,X,Y,manager,employee,False,gpt-4.1-nano,a,1,agrees,93,3
662,327,ett,easy,PERMUTE,X,Y,director,CEO,False,gpt-4.1-nano,c,1,neither,93,3
663,19958,det-counterfactual,anticommonsense,KEEP,V1,V3,CEO,director,False,gpt-4.1-nano,a,1,agrees,93,76
663,19958,det-counterfactual,anticommonsense,PERMUTE,V1,V3,having visited England,employee,False,gpt-4.1-nano,c,1,neither,99,49
663,19958,det-counterfactual,anticommonsense,KEEP,V1,X,having visited England,CEO,True,gpt-4.1-nano,c,1,neither,99,3
663,19958,det-counterfactual,anticommonsense,PERMUTE,V1,X,CEO,having visited England,True,gpt-4.1-nano,c,1,neither,99,3
663,19958,det-counterfactual,anticommonsense,KEEP,V3,Y,director,employee,False,gpt-4.1-nano,a,1,agrees,93,62
663,19958,det-counterfactual,anticommonsense,PERMUTE,V3,Y,employee,director,False,gpt-4.1-nano,b,1,reversed,93,109
663,19958,det-counterfactual,anticommonsense,KEEP,X,Y,having visited England,employee,False,gpt-4.1-nano,c,1,neither,99,49
663,19958,det-counterfactual,anticommonsense,PERMUTE,X,Y,CEO,director,False,gpt-4.1-nano,a,1,agrees,93,76
664,10670,ett,anticommonsense,KEEP,V1,V3,CEO,director,False,gpt-4.1-nano,a,1,agrees,93,76
664,10670,ett,anticommonsense,PERMUTE,V1,V3,employee,CEO,False,gpt-4.1-nano,c,1,neither,93,3
664,10670,ett,anticommonsense,KEEP,V1,X,having visited England,CEO,True,gpt-4.1-nano,c,1,neither,99,3
664,10670,ett,anticommonsense,PERMUTE,V1,X,director,employee,True,gpt-4.1-nano,a,1,reversed,93,62
664,10670,ett,anticommonsense,KEEP,V3,Y,director,employee,False,gpt-4.1-nano,a,1,agrees,93,62
664,10670,ett,anticommonsense,PERMUTE,V3,Y,CEO,having visited England,False,gpt-4.1-nano,c,1,neither,99,3
664,10670,ett,anticommonsense,KEEP,X,Y,employee,having visited England,True,gpt-4.1-nano,c,1,neither,99,3
664,10670,ett,anticommonsense,PERMUTE,X,Y,having visited England,director,True,gpt-4.1-nano,c,1,neither,99,57
665,9554,det-counterfactual,commonsense,KEEP,V1,V3,CEO,director,False,gpt-4.1-nano,a,1,agrees,93,76
665,9554,det-counterfactual,commonsense,PERMUTE,V1,V3,employee,CEO,False,gpt-4.1-nano,c,1,neither,93,3
665,9554,det-counterfactual,commonsense,KEEP,V1,X,manager,CEO,True,gpt-4.1-nano,c,1,neither,93,3
665,9554,det-counterfactual,commonsense,PERMUTE,V1,X,director,employee,True,gpt-4.1-nano,a,1,reversed,93,62
665,9554,det-counterfactual,commonsense,KEEP,V3,Y,employee,director,True,gpt-4.1-nano,b,1,agrees,93,109
665,9554,det-counterfactual,commonsense,PERMUTE,V3,Y,manager,CEO,True,gpt-4.1-nano,c,1,neither,93,3
665,9554,det-counterfactual,commonsense,KEEP,X,Y,manager,employee,False,gpt-4.1-nano,a,1,agrees,93,3
665,9554,det-counterfactual,commonsense,PERMUTE,X,Y,director,manager,False,gpt-4.1-nano,a,1,agrees,93,102
666,19950,det-counterfactual,anticommonsense,KEEP,V1,V3,CEO,director,False,gpt-4.1-nano,a,1,agrees,93,76
666,19950,det-counterfactual,anticommonsense,PERMUTE,V1,V3,employee,CEO,False,gpt-4.1-nano,c,1,neither,93,3
666,19950,det-counterfactual,anticommonsense,KEEP,V1,X,CEO,having visited England,False,gpt-4.1-nano,c,1,neither,99,3
666,19950,det-counterfactual,anticommonsense,PERMUTE,V1,X,employee,director,False,gpt-4.1-nano,b,1,reversed,93,109
666,19950,det-counterfactual,anticommonsense,KEEP,V3,Y,director,employee,False,gpt-4.1-nano,a,1,agrees,93,62
666,19950,det-counterfactual,anticommonsense,PERMUTE,V3,Y,CEO,having visited England,False,gpt-4.1-nano,c,1,neither,99,3
666,19950,det-counterfactual,anticommonsense,KEEP,X,Y,having visited England,employee,False,gpt-4.1-nano,c,1,neither,99,49
666,19950,det-counterfactual,anticommonsense,PERMUTE,X,Y,director,having visited England,False,gpt-4.1-nano,c,1,neither,99,42
667,372,ett,easy,KEEP,V1,V3,CEO,director,False,gpt-4.1-nano,a,1,agrees,93,76
667,372,ett,easy,PERMUTE,V1,V3,manager,employee,False,gpt-4.1-nano,a,1,agrees,93,3
