item,story,mode,gold,n_nodes,has_data,used
1391,"bmbl | hwix | jpjg | lqdm || AC,AD,BC,BD,CD",FAKE,yes,4,True,0
1392,"exxp | hnzi | mlhx | ovlq | wtel || AC,BC,CD,ED",FAKE,no,5,False,0
1393,"axag | eyse | hsvu | tqrr | vgnx || AD,BD,CD,DE",FAKE,no,5,True,0
1394,"blood pressure | market demand | temperature || AB,AC,BC",RANDOM,yes,3,True,0
1395,"exxp | hnzi | mlhx | ovlq | wtel || AC,BC,CD,ED",FAKE,no,5,False,0
1396,"apearance | blood pressure | job satisfaction | severity of respiratory illnesses | stress level || AB,AC,AD,BC,BD,BE,CD,DE",RANDOM,yes,5,True,0
1397,"ajlk | bduo | mzbw | vlmn || AB,BC,BD,CD",FAKE,no,4,False,0
1398,"eurf | yikq | zccw || AC,BC",FAKE,no,3,False,0
1399,"access to medical facilities | education level | healthcare coverage | income level | overall health status || AC,AE,BC,BE,CD,CE,DE",REAL,no,5,False,1
1400,"huit | nlta | nxur | vhuj | xyrs || AB,AD,BC,BE,CD,CE,DE",FAKE,no,5,False,0
1401,"bvzl | novl | pasq || AB,BC",FAKE,no,3,False,0
1402,"apearance | education level | government policies | traffic congestion | wheather condition || AD,BD,CD,DE",RANDOM,no,5,True,0
1403,"apearance | education level | government policies | traffic congestion | wheather condition || AD,BD,CD,DE",RANDOM,no,5,True,0
1404,"lyht | lzwf | xlyn || AC,BC",FAKE,no,3,False,0
1405,"bdnv | llwq | ohtx | ybho || AB,AD,BC",FAKE,no,4,False,0
1406,"crop yield | economic growth | humidity level | profit of farmers | weather conditions || AB,AC,BC,BD,CD,DE",REAL,no,5,False,1
1407,"ajlk | bduo | mzbw | vlmn || AB,BC,BD,CD",FAKE,no,4,False,0
1408,"whether a person is exposed to a contagious disease | whether the person receives appropriate treatment | whether the person recovers from the disease | whether the person seeks medical attention | whether the person shows symptoms of the disease || AB,AE,BC,BD,CD,CE,DE",REAL,no,5,True,1
1409,"government policies | income level | talent | work-life balance || AB,AC,AD,BC,CD",RANDOM,yes,4,True,0
1410,"exam score | grade in the course | number of hours studied || AB,BC",REAL,no,3,True,1
1411,"education level | mental health | sales performance | talent || AB,AD,BC,CD",RANDOM,no,4,False,0
1412,"the amount of sleep the student gets | the grade the student receives on a test | the number of hours a student studies | the overall academic performance of the student || AB,AD,BD,CD",REAL,no,4,False,1
1413,"amount of exercise | blood pressure | job satisfaction | rainfull || AB,AC,BC,CD",RANDOM,no,4,False,0
1414,"education level | job satisfaction | rainfull | sales performance || AB,AC,AD,BC",RANDOM,no,4,True,0
1415,"the amount of sleep the student gets | the grade the student receives on a test | the number of hours a student studies | the overall academic performance of the student || AB,AD,BD,CD",REAL,no,4,False,1
1416,"the grade achieved in an exam | the likelihood of getting a scholarship | the likelihood of getting admitted to a university | the number of hours spent studying || AB,BC,BD",REAL,no,4,False,1
1417,"icux | mqrw | qeld | rztp || AC,AD,BC",FAKE,no,4,False,0
1418,"gqkb | rrej | uniw | vxat | zwyp || AB,AC,AD,BC,BD,BE,CD,DE",FAKE,no,5,False,0
1419,"eosj | mffx | sozj | taaz || AB,BC,CD",FAKE,no,4,True,0
1420,"education level | income level | traffic congestion | work-life balance || AD,BD,CD",RANDOM,no,4,False,0
1421,"bcij | musg | qbfp | qmsx | xrdt || AB,AC,BC,BD,CD,DE",FAKE,no,5,False,0
1422,"nivi | ofmf | yeuc | yopl || AB,AD,BC,BD,CD",FAKE,no,4,False,0
1423,"gqkb | rrej | uniw | vxat | zwyp || AB,AC,AD,BC,BD,BE,CD,DE",FAKE,no,5,False,0
1424,"exxp | hnzi | mlhx | ovlq | wtel || AC,BC,CD,ED",FAKE,no,5,False,0
1425,"job satisfaction | mental health | quality of teaching | sales performance || AC,BC,CD",RANDOM,no,4,True,0
1426,"arbu | eons | pgqh | smku || AC,AD,BC,CD",FAKE,yes,4,True,0
1427,"child's education level | child's health status | child's social skills | parents' income || AB,AC,AD",REAL,no,4,False,1
1428,"bdnv | llwq | ohtx | ybho || AB,AD,BC",FAKE,no,4,False,0
1429,"bcij | musg | qbfp | qmsx | xrdt || AB,AC,BC,BD,CD,DE",FAKE,no,5,False,0
1430,"kttf | mnjp | yens || AC,BC",FAKE,no,3,False,0
1431,"jiur | vplt | vxmf || AB,AC,BC",FAKE,yes,3,True,0
1432,"the amount of exercise a person does per week | the person's physical fitness level | the person's risk of developing chronic diseases || AB,AC",REAL,no,3,False,1
1433,"income level | stress level | talent || AB,AC",RANDOM,yes,3,True,0
1434,"diih | dyam | ouqo | vepk || AB,AC,AD,BC",FAKE,no,4,False,0
1435,"hdqy | ivje | qmiv | uoeb || AB,AD,BD,CD",FAKE,no,4,False,0
1436,"education level | income level | job satisfaction | work-life balance || AC,AD,BC",RANDOM,no,4,True,0
1437,"sund | tavp | ujtl | wkhi || AB,AC,AD,BD,CD",FAKE,no,4,True,0
1438,"axai | ldok | mjlh | pntb || AC,AD,BC,BD",FAKE,no,4,False,0
1439,"air pressure | income level | job satisfaction || AC,BC",RANDOM,yes,3,True,0
1440,"the amount of exercise the person does | the amount of sleep a person gets | the overall health of the person | the productivity level of the person || AB,AD,BD,CD",REAL,no,4,False,1
1441,"the amount of time spent studying | the final grade in the course | the level of understanding of the subject | the test score obtained || AB,AC,BC,BD,CD",REAL,no,4,False,1
1442,"crop yield | economic growth | humidity level | profit of farmers | weather conditions || AB,AC,BC,BD,CD,DE",REAL,no,5,True,1
1443,"amount of exercise | employee performance | government policies | physical health || AB,AC,BD,CD",RANDOM,no,4,False,0
1444,"a manufacturing plant | the efficiency of the plant's machinery | the overall profitability of the plant | the production output of the plant || AB,AC,AD,BC,BD",REAL,no,4,False,1
1445,"a person waking up in the morning | being more productive throughout the day | drinking a cup of coffee | feeling more alert and energized || AB,BC,CD",REAL,no,4,False,0
1446,"customer satisfaction with a product | number of positive reviews for the product | revenue generated from the product | sales performance of the product || AB,AD,BC,CD",REAL,yes,4,True,1
1447,"mental health | sales performance | severity of respiratory illnesses | stress level || AC,AD,BC,BD,CD",RANDOM,no,4,True,0
1448,"adyg | bqct | kvwx | nbzs || AC,BC,CD",FAKE,no,4,True,0
1449,"ncyl | uooz | vxek | xprn || AB,AC,BC,BD",FAKE,yes,4,True,0
1450,"axag | eyse | hsvu | tqrr | vgnx || AD,BD,CD,DE",FAKE,no,5,False,0
1451,"blood pressure | education level | government policies | rainfull | sales performance || AC,AE,BC,BD,CD,CE,DE",RANDOM,no,5,False,0
1452,"clzo | itsc | kyzr | vvae || AB,BC,BD",FAKE,no,4,False,0
1453,"a person's education level | the person's income | the person's job title | the person's salary || AC,AD,BC",REAL,no,4,False,1
1454,"amount of exercise | education level | job satisfaction | wheather condition || AB,BC,BD",RANDOM,yes,4,True,0
1455,"government policies | mental health | work-life balance || AB,AC,BC",RANDOM,yes,3,True,0
1456,"eano | eomp | vwkf || AB,AC",FAKE,no,3,True,0
1457,"amount of rainfall | crop yield | groundwater level || AB,AC",REAL,no,3,True,1
1458,"government policies | income level | talent | work-life balance || AB,AC,AD,BC,CD",RANDOM,no,4,True,0
1459,"dupa | fbzr | vfvq | xizv || AC,AD,BC",FAKE,no,4,False,0
1460,"blood pressure | market demand | temperature || AB,AC,BC",RANDOM,no,3,False,0
1461,"the amount of rainfall | the amount of water in a reservoir | the availability of drinking water | the water level in a river || AB,AD,BC,BD,CD",REAL,yes,4,True,1
1462,"the amount of rainfall | the growth rate of plants | the yield of crops || AB,BC",REAL,yes,3,True,1
1463,"education level | market demand | mental health | temperature || AB,AC,BC,BD",RANDOM,no,4,False,0
1464,"dliz | iipq | kyfi | uoni || AD,BC,CD",FAKE,yes,4,True,0
1465,"amount of exercise | education level | humidity level | market demand | sales performance || AB,AD,AE,BC,BD,CD,CE",RANDOM,no,5,False,0
1466,"arbu | eons | pgqh | smku || AC,AD,BC,CD",FAKE,no,4,False,0
1467,"hdqy | ivje | qmiv | uoeb || AB,AD,BD,CD",FAKE,yes,4,True,0
1468,"bkzf | fcun | mwcs | xmtp || AB,BC,BD",FAKE,no,4,False,0
1469,"environmental pollution | exposure to toxic chemicals | respiratory diseases || AC,BC",REAL,no,3,False,1
1470,"bhrz | tltd | ypil || AB,BC",FAKE,no,3,False,0
1471,"exxp | hnzi | mlhx | ovlq | wtel || AC,BC,CD,ED",FAKE,no,5,False,0
1472,"eurf | yikq | zccw || AC,BC",FAKE,no,3,False,0
1473,"etat | gjot | hlky | sslg || AC,AD,BC,BD,CD",FAKE,yes,4,True,0
1474,"the amount of sleep the student gets | the grade the student receives on a test | the number of hours a student studies | the overall academic performance of the student || AB,AD,BD,CD",REAL,no,4,False,1
1475,"amount of exercise | body weight | caloric intake | overall health || AD,BC,CD",REAL,no,4,True,1
1476,"crop yield | the amount of rainfall | the soil moisture level || AB,AC,BC",REAL,no,3,True,1
1477,"jiur | vplt | vxmf || AB,AC,BC",FAKE,yes,3,True,0
1478,"the availability of public transportation | the cost of fuel | the number of cars on the road || AC,BC",REAL,yes,3,True,1
1479,"mental health | rainfull | severity of respiratory illnesses | stress level || AB,AD,BD,CD",RANDOM,no,4,True,0
1480,"amount of rainfall | crop yield | soil moisture level | weather conditions || AC,AD,BC,CD",REAL,no,4,True,1
1481,"ahlq | fekt | jzav | zpil || AB,AC,AD,BC,BD,CD",FAKE,no,4,False,0
1482,"arbu | eons | pgqh | smku || AC,AD,BC,CD",FAKE,no,4,False,0
1483,"axag | eyse | hsvu | tqrr | vgnx || AD,BD,CD,DE",FAKE,yes,5,True,0
1484,"crop yield | economic growth | humidity level | profit of farmers | weather conditions || AB,AC,BC,BD,CD,DE",REAL,no,5,False,1
1485,"employee performance | rainfull | talent || AB,BC",RANDOM,no,3,False,0
1486,"amount of exercise | apearance | employee performance | market demand || AB,AD,BC,CD",RANDOM,yes,4,True,0
1487,"apearance | blood pressure | job satisfaction | severity of respiratory illnesses | stress level || AB,AC,AD,BC,BD,BE,CD,DE",RANDOM,yes,5,True,0
1488,"azip | hfro | smik | zycs || AB,BC,BD,CD",FAKE,no,4,False,0
1489,"blood pressure | stress level | temperature | work-life balance || AB,AC,BC,BD,CD",RANDOM,no,4,True,0
1490,"a person's education level | a person's financial stability | a person's income | a person's job status || AB,AC,AD,BC",REAL,yes,4,True,1
1491,"bsaz | czvl | tava | vimz || AC,BC,CD",FAKE,no,4,False,0
1492,"bsaz | czvl | tava | vimz || AC,BC,CD",FAKE,yes,4,True,0
1493,"the amount of rainfall | the amount of water in a reservoir | the availability of drinking water | the water level in a river || AB,AD,BC,BD,CD",REAL,no,4,False,1
1494,"availability of public transportation | traffic congestion | travel time to work || AB,AC,BC",REAL,yes,3,True,1
1495,"bkzf | fcun | mwcs | xmtp || AB,BC,BD",FAKE,no,4,True,0
1496,"grade in the class | number of hours spent studying | test score || AB,AC,BC",REAL,no,3,False,1
1497,"amount of exercise | apearance | work-life balance || AB,AC,BC",RANDOM,no,3,True,0
1498,"the amount of exercise a person does | the person's cardiovascular health | the person's immune system | the person's overall health | the person's respiratory health || AB,AD,BC,BE,CD,CE,DE",REAL,no,5,False,1
1499,"bmbl | hwix | jpjg | lqdm || AC,AD,BC,BD,CD",FAKE,no,4,False,0
1500,"amount of sunscreen sold | number of people going to the beach | weather conditions || AB,AC,BC",REAL,no,3,True,1
1501,"ajlk | bduo | mzbw | vlmn || AB,BC,BD,CD",FAKE,no,4,True,0
1502,"the amount of sleep the student gets | the grade the student receives on a test | the number of hours a student studies | the overall academic performance of the student || AB,AD,BD,CD",REAL,no,4,False,1
1503,"job performance rating | level of education | salary | years of work experience || AC,AD,BC,BD",REAL,yes,4,True,1
1504,"amount of trash left on the beach | number of people going to the beach | weather conditions || AB,AC,BC",REAL,no,3,True,1
1505,"afgs | bobg | viah || AB,AC,BC",FAKE,no,3,True,0
1506,"exxp | hnzi | mlhx | ovlq | wtel || AC,BC,CD,ED",FAKE,no,5,False,0
1507,"apearance | government policies | traffic congestion | work-life balance || AB,AC,AD,BC,BD",RANDOM,no,4,False,0
1508,"education level | humidity level | physical health | temperature || AB,BC,CD",RANDOM,no,4,True,0
1509,"adyg | bqct | kvwx | nbzs || AC,BC,CD",FAKE,no,4,False,0
1510,"the amount of exercise the person does | the amount of sleep a person gets | the overall health of the person | the productivity level of the person || AB,AD,BD,CD",REAL,no,4,True,1
1511,"government policies | mental health | work-life balance || AB,AC,BC",RANDOM,no,3,True,0
1512,"a person waking up in the morning | being more productive throughout the day | drinking a cup of coffee | feeling more alert and energized || AB,BC,CD",REAL,yes,4,True,0
1513,"kbta | rebc | vtrq | ylaa || AB,AD,BC,BD,CD",FAKE,no,4,False,0
1514,"air pressure | education level | mental health | work-life balance || AB,AD,BD,CD",RANDOM,no,4,False,0
1515,"crop growth | harvest yield | temperature || AB,BC",REAL,yes,3,True,1
1516,"grade in the course | number of hours studied | overall gpa | test performance || AB,BC,CD",REAL,no,4,False,1
1517,"huit | nlta | nxur | vhuj | xyrs || AB,AD,BC,BE,CD,CE,DE",FAKE,no,5,False,0
1518,"education level | income level | traffic congestion | work-life balance || AD,BD,CD",RANDOM,yes,4,True,0
1519,"etat | gjot | hlky | sslg || AC,AD,BC,BD,CD",FAKE,yes,4,True,0
1520,"eosj | mffx | sozj | taaz || AB,BC,CD",FAKE,no,4,True,0
1521,"amount of rainfall | crop yield | temperature | wind speed || AD,BD,CD",REAL,no,4,False,1
1522,"whether a person is exposed to a contagious disease | whether the person receives appropriate treatment | whether the person recovers from the disease | whether the person seeks medical attention | whether the person shows symptoms of the disease || AB,AE,BC,BD,CD,CE,DE",REAL,no,5,False,1
1523,"whether a person eats a healthy diet | whether a person exercises regularly | whether a person has good cardiovascular health | whether a person maintains a healthy weight || AB,AD,BC,CD",REAL,yes,4,True,1
1524,"the amount of sleep the student gets | the grade the student receives on a test | the number of hours a student studies | the overall academic performance of the student || AB,AD,BD,CD",REAL,no,4,False,1
1525,"grade in the class | number of hours spent studying | test score || AB,AC,BC",REAL,no,3,True,1
1526,"employee performance | job satisfaction | rainfull | talent | wheather condition || AB,AE,BC,BD,CD,CE,DE",RANDOM,yes,5,True,0
1527,"bjtk | clwv | dmfl | tvkj || AB,BC,CD",FAKE,no,4,False,0
1528,"axag | eyse | hsvu | tqrr | vgnx || AD,BD,CD,DE",FAKE,no,5,False,0
1529,"aefz | aopv | nuko | uttn | zsuj || AB,AE,BC,BD,CD,CE,DE",FAKE,no,5,False,0
1530,"the amount of sleep the night before the exam | the exam score | the number of hours studied for an exam || AC,BC",REAL,no,3,False,1
1531,"amount of exercise | blood pressure | heart rate || AB,AC",REAL,no,3,False,1
1532,"business owner | number of employees | profit | revenue || AB,AC,AD,BC,BD,CD",REAL,no,4,True,1
1533,"availability of public transportation | traffic congestion | travel time to work || AB,AC,BC",REAL,no,3,True,1
1534,"dtdq | lkll | owxw | wmll || AB,AD,BC,CD",FAKE,no,4,False,0
1535,"afgs | bobg | viah || AB,AC,BC",FAKE,no,3,True,0
1536,"arbu | eons | pgqh | smku || AC,AD,BC,CD",FAKE,no,4,False,0
1537,"eqln | jlbp | mwdq | watl || AB,AC,AD,BC,BD,CD",FAKE,yes,4,True,0
1538,"exxp | hnzi | mlhx | ovlq | wtel || AC,BC,CD,ED",FAKE,no,5,False,0
1539,"blood pressure | humidity level | severity of respiratory illnesses | wheather condition || AC,AD,BC",RANDOM,no,4,False,0
1540,"the amount of rainfall | the growth rate of crops | the water level in the river || AB,AC",REAL,no,3,False,1
1541,"ceho | jvqa | lgwu || AB,AC,BC",FAKE,no,3,False,0
1542,"iykj | nptw | sgnl | tmex || AB,AD,BC,CD",FAKE,yes,4,True,0
1543,"the decision to bring an umbrella | the weather forecast | whether the person gets wet | whether the person stays dry || AB,BC,BD",REAL,no,4,True,1
1544,"amount of exercise | blood pressure | income level | quality of teaching || AB,BC,BD,CD",RANDOM,yes,4,True,0
1545,"education level | employee performance | severity of respiratory illnesses || AB,AC,BC",RANDOM,yes,3,True,0
1546,"bsaz | czvl | tava | vimz || AC,BC,CD",FAKE,no,4,False,0
1547,"job performance rating | level of education | salary | years of work experience || AC,AD,BC,BD",REAL,no,4,False,1
1548,"air pressure | sales performance | stress level || AB,BC",RANDOM,yes,3,True,0
1549,"the amount of exercise a person gets | the amount of sleep a person gets | the person's energy level | the person's overall health || AD,BC,CD",REAL,yes,4,True,1
1550,"bgty | qgbu | sywk || AB,BC",FAKE,no,3,True,0
1551,"a person's education level | the person's income | the person's job title | the person's salary || AC,AD,BC",REAL,no,4,False,1
1552,"etat | gjot | hlky | sslg || AC,AD,BC,BD,CD",FAKE,no,4,False,0
1553,"apearance | government policies | traffic congestion | work-life balance || AB,AC,AD,BC,BD",RANDOM,no,4,False,0
1554,"academic performance | amount of sleep obtained | number of hours spent studying || AC,BC",REAL,no,3,False,1
1555,"crop yield | economic growth | humidity level | profit of farmers | weather conditions || AB,AC,BC,BD,CD,DE",REAL,no,5,False,1
1556,"education level | government policies | rainfull || AC,BC",RANDOM,no,3,False,0
1557,"bmbl | hwix | jpjg | lqdm || AC,AD,BC,BD,CD",FAKE,no,4,False,0
1558,"mrdz | mtwz | rewt || AB,AC,BC",FAKE,no,3,True,0
1559,"student's attendance in class | student's final grade in the course | student's performance on exams || AB,BC",REAL,no,3,False,1
1560,"blood pressure | humidity level | severity of respiratory illnesses | wheather condition || AC,AD,BC",RANDOM,no,4,False,0
1561,"government policies | mental health | temperature || AB,BC",RANDOM,yes,3,True,0
1562,"jkcn | ogvr | piki | zgsl || AB,AC,BC,BD",FAKE,yes,4,True,0
1563,"the amount of rainfall | the amount of water in a reservoir | the availability of drinking water | the water level in a river || AB,AD,BC,BD,CD",REAL,no,4,True,1
1564,"bftz | iemr | mcjs | ppux || AC,AD,BC,CD",FAKE,yes,4,True,0
1565,"gqkb | rrej | uniw | vxat | zwyp || AB,AC,AD,BC,BD,BE,CD,DE",FAKE,no,5,True,0
1566,"humidity | precipitation | temperature | weather conditions || AB,AC,BC,BD",REAL,yes,4,True,1
1567,"bcij | musg | qbfp | qmsx | xrdt || AB,AC,BC,BD,CD,DE",FAKE,no,5,False,0
1568,"amount of exercise | blood pressure | income level | quality of teaching || AB,BC,BD,CD",RANDOM,no,4,False,0
1569,"bkyd | enae | rzgq || AC,BC",FAKE,no,3,True,0
1570,"mental health | rainfull | severity of respiratory illnesses | stress level || AB,AD,BD,CD",RANDOM,no,4,True,0
1571,"grade in the course | number of hours studied | overall gpa | test performance || AB,BC,CD",REAL,no,4,False,1
1572,"patient's diet | patient's exercise habits | patient's life expectancy | patient's overall health | patient's stress levels || AD,BD,CD,DE",REAL,no,5,True,1
1573,"ahpi | imah | lsrx | ojko || AB,AC,BD,CD",FAKE,yes,4,True,0
1574,"blood pressure | market demand | temperature || AB,AC,BC",RANDOM,no,3,False,0
1575,"dupa | fbzr | vfvq | xizv || AC,AD,BC",FAKE,no,4,False,0
1576,"huit | nlta | nxur | vhuj | xyrs || AB,AD,BC,BE,CD,CE,DE",FAKE,yes,5,True,0
1577,"amount of rainfall | crop yield | temperature || AC,BC",REAL,yes,3,True,1
1578,"a manufacturing plant | the efficiency of the plant's machinery | the overall profitability of the plant | the production output of the plant || AB,AC,AD,BC,BD",REAL,yes,4,True,1
1579,"ejwt | fguc | fywx | gecc | radw || AC,AE,BC,BE,CD,CE,DE",FAKE,no,5,True,0
1580,"humidity | temperature | weather conditions || AB,AC",REAL,no,3,False,1
1581,"business owner | number of employees | profit | revenue || AB,AC,AD,BC,BD,CD",REAL,no,4,False,1
1582,"ncyl | uooz | vxek | xprn || AB,AC,BC,BD",FAKE,no,4,False,0
1583,"patient's diet | patient's exercise habits | patient's life expectancy | patient's overall health | patient's stress levels || AD,BD,CD,DE",REAL,no,5,False,1
1584,"crop growth | harvest yield | temperature || AB,BC",REAL,no,3,False,1
1585,"cobw | dvqk | jqrn || AC,BC",FAKE,no,3,False,0
1586,"amount of exercise | employee performance | government policies | physical health || AB,AC,BD,CD",RANDOM,yes,4,True,0
1587,"alzb | dtfn | enkc | hjzh || AC,AD,BC,BD",FAKE,no,4,False,0
1588,"gqkb | rrej | uniw | vxat | zwyp || AB,AC,AD,BC,BD,BE,CD,DE",FAKE,yes,5,True,0
1589,"humidity level | probability of flooding | probability of rain | weather conditions || AB,AC,BC,BD",REAL,no,4,False,1
1590,"bjtk | clwv | dmfl | tvkj || AB,BC,CD",FAKE,no,4,True,0
1591,"mental health | rainfull | severity of respiratory illnesses | stress level || AB,AD,BD,CD",RANDOM,no,4,False,0
1592,"dhib | maiw | vean | zild || AB,AC,BC,CD",FAKE,no,4,False,0
1593,"job experience | job performance | level of education | salary | skills proficiency || AB,AD,AE,BC,BD,CD,CE",REAL,no,5,False,1
1594,"cldj | gstf | kcou | pmfi || AB,AC,AD",FAKE,no,4,False,0
1595,"employee performance | job satisfaction | severity of respiratory illnesses || AB,AC,BC",RANDOM,yes,3,True,0
1596,"aefz | aopv | nuko | uttn | zsuj || AB,AE,BC,BD,CD,CE,DE",FAKE,no,5,False,0
1597,"jiur | vplt | vxmf || AB,AC,BC",FAKE,no,3,False,0
1598,"patient's diet | patient's exercise habits | patient's life expectancy | patient's overall health | patient's stress levels || AD,BD,CD,DE",REAL,no,5,False,1
1599,"amount of exercise | body weight | dietary habits | risk of developing chronic diseases || AC,BC,CD",REAL,no,4,False,1
1600,"blood pressure | education level | government policies | rainfull | sales performance || AC,AE,BC,BD,CD,CE,DE",RANDOM,no,5,False,0
